Interpolated poverty gap index values per country:

                              Country  Year  Poverty_gap
     Western and Central Africa (PIP)  1996    58.588920
     Western and Central Africa (PIP)  1997    57.710136
     Western and Central Africa (PIP)  1998    56.909960
     Western and Central Africa (PIP)  1999    56.066765
     Western and Central Africa (PIP)  2000    55.427140
     Western and Central Africa (PIP)  2001    53.712242
     Western and Central Africa (PIP)  2002    51.114834
     Western and Central Africa (PIP)  2003    49.668503
     Western and Central Africa (PIP)  2004    47.682890
     Western and Central Africa (PIP)  2005    46.521710
     Western and Central Africa (PIP)  2006    45.468506
     Western and Central Africa (PIP)  2007    44.528942
     Western and Central Africa (PIP)  2008    42.509650
     Western and Central Africa (PIP)  2009    41.488827
     Western and Central Africa (PIP)  2010    39.091118
     Western and Central Africa (PIP)  2011    38.173847
     Western and Central Africa (PIP)  2012    36.145410
     Western and Central Africa (PIP)  2013    34.759586
     Western and Central Africa (PIP)  2014    33.087112
     Western and Central Africa (PIP)  2015    33.032955
     Western and Central Africa (PIP)  2016    31.759570
     Western and Central Africa (PIP)  2017    29.942915
     Western and Central Africa (PIP)  2018    28.223600
     Western and Central Africa (PIP)  2019    27.263000
     Western and Central Africa (PIP)  2020    28.309670
     Western and Central Africa (PIP)  2021    27.928606
     Western and Central Africa (PIP)  2022    27.320498
     Western and Central Africa (PIP)  2023    27.011112
     Western and Central Africa (PIP)  2024    26.530159
                                World  1990    37.870230
                                World  1991    37.365230
                                World  1992    36.623978
                                World  1993    36.142628
                                World  1994    34.182420
                                World  1995    32.508305
                                World  1996    31.011244
                                World  1997    30.784607
                                World  1998    31.131930
                                World  1999    30.217880
                                World  2000    29.288140
                                World  2001    28.345945
                                World  2002    26.834557
                                World  2003    25.257180
                                World  2004    23.345062
                                World  2005    21.499578
                                World  2006    20.507330
                                World  2007    19.194946
                                World  2008    18.302000
                                World  2009    17.416820
                                World  2010    15.677831
                                World  2011    13.897983
                                World  2012    12.926970
                                World  2013    11.522181
                                World  2014    11.001393
                                World  2015    10.513923
                                World  2016    10.209887
                                World  2017     9.351074
                                World  2018     8.708571
                                World  2019     8.830450
                                World  2020     9.681396
                                World  2021     9.452808
                                World  2022     8.964803
                                World  2023     8.791051
                                World  2024     8.545011
              World (excluding China)  1990    28.563210
              World (excluding China)  1991    28.407013
              World (excluding China)  1992    28.164663
              World (excluding China)  1993    28.222612
              World (excluding China)  1994    27.644487
              World (excluding China)  1995    27.097305
              World (excluding China)  1996    26.459690
              World (excluding China)  1997    26.411152
              World (excluding China)  1998    27.040302
              World (excluding China)  1999    26.072084
              World (excluding China)  2000    25.741620
              World (excluding China)  2001    25.349358
              World (excluding China)  2002    24.273962
              World (excluding China)  2003    23.561777
              World (excluding China)  2004    22.383028
              World (excluding China)  2005    21.312098
              World (excluding China)  2006    20.526066
              World (excluding China)  2007    19.379652
              World (excluding China)  2008    18.552162
              World (excluding China)  2009    17.919530
              World (excluding China)  2010    16.223711
              World (excluding China)  2011    14.827594
              World (excluding China)  2012    14.005880
              World (excluding China)  2013    13.576585
              World (excluding China)  2014    13.137632
              World (excluding China)  2015    12.793000
              World (excluding China)  2016    12.513306
              World (excluding China)  2017    11.463635
              World (excluding China)  2018    10.660760
              World (excluding China)  2019    10.793028
              World (excluding China)  2020    11.812960
              World (excluding China)  2021    11.514401
              World (excluding China)  2022    10.900927
              World (excluding China)  2023    10.668939
              World (excluding China)  2024    10.349546
              World (excluding India)  1990    35.590560
              World (excluding India)  1991    35.022606
              World (excluding India)  1992    34.207294
              World (excluding India)  1993    33.718716
              World (excluding India)  1994    31.470024
              World (excluding India)  1995    29.591972
              World (excluding India)  1996    27.954527
              World (excluding India)  1997    27.729876
              World (excluding India)  1998    28.236988
              World (excluding India)  1999    27.332851
              World (excluding India)  2000    26.277940
              World (excluding India)  2001    25.181616
              World (excluding India)  2002    23.378794
              World (excluding India)  2003    21.622982
              World (excluding India)  2004    19.523634
              World (excluding India)  2005    17.582994
              World (excluding India)  2006    16.714740
              World (excluding India)  2007    15.452440
              World (excluding India)  2008    14.535664
              World (excluding India)  2009    13.743420
              World (excluding India)  2010    12.752204
              World (excluding India)  2011    11.579238
              World (excluding India)  2012    10.834908
              World (excluding India)  2013     9.326417
              World (excluding India)  2014     8.946478
              World (excluding India)  2015     8.641945
              World (excluding India)  2016     8.458333
              World (excluding India)  2017     8.248478
              World (excluding India)  2018     8.121551
              World (excluding India)  2019     8.106052
              World (excluding India)  2020     8.425891
              World (excluding India)  2021     8.528850
              World (excluding India)  2022     8.384091
              World (excluding India)  2023     8.464807
              World (excluding India)  2024     8.457479
                                Yemen  1998     8.098642
                                Yemen  2005    10.542901
                                Yemen  2014    19.802757
                               Zambia  1991    57.438600
                               Zambia  1993    59.056004
                               Zambia  1996    46.773384
                               Zambia  1998    47.225610
                               Zambia  2002    56.388855
                               Zambia  2004    61.062454
                               Zambia  2006    64.698030
                               Zambia  2010    64.401900
                               Zambia  2015    60.793095
                               Zambia  2022    64.349754
                             Zimbabwe  2011    21.580000
                             Zimbabwe  2017    34.206043
                             Zimbabwe  2019    39.754530
